query_id,query_en,query_zh,query_type,pos_doc_id,pos_page_idx,neg_doc_id,neg_page_idx,neg_source,neg_score
auto_00631,Which page describes safety related information?,哪一页介绍了安全说明相关内容？,semantic,kinova_gen3_user_guide,158,ur5e_user_manual,28,vision_hard,12.0625
auto_00632,What safety topic is mainly explained on this page?,这页主要讲的是哪方面的安全说明内容？,semantic,kinova_gen3_user_guide,158,robotiq_2f_manual,15,vision_hard,12.5
auto_00633,What specification about reach is given on this page?,这页中关于最大工作半径的参数是什么？,fact,kinova_gen3_user_guide,162,ur5e_user_manual,16,vision_hard,13.3125
auto_00634,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,kinova_gen3_user_guide,162,robotiq_2f_manual,4,vision_hard,8.9375
auto_00635,Which page discusses 'effector.'?,哪一页介绍了“effector.”相关内容？,fact,kinova_gen3_user_guide,162,kinova_gen3_user_guide,160,vision_hard,11.125
auto_00636,Which page describes module related information?,哪一页介绍了module相关内容？,semantic,kinova_gen3_user_guide,165,kinova_gen3_user_guide,4,vision_hard,9.375
auto_00637,What module topic is mainly explained on this page?,这页主要讲的是哪方面的module内容？,semantic,kinova_gen3_user_guide,165,kinova_gen3_user_guide,75,vision_hard,10.375
auto_00638,Which page describes components related information?,哪一页介绍了组成部件相关内容？,semantic,kinova_gen3_user_guide,166,robotiq_2f_manual,4,vision_hard,10.5
auto_00639,What components topic is mainly explained on this page?,这页主要讲的是哪方面的组成部件内容？,semantic,kinova_gen3_user_guide,166,kinova_gen3_user_guide,75,vision_hard,10.9375
auto_00640,Which page contains the dimensions diagram?,哪一页包含尺寸图或尺寸示意？,layout,kinova_gen3_user_guide,171,robotiq_2f_manual,104,vision_hard,11.0
auto_00641,Which page visually presents 'Properties'?,哪一页展示了“Properties”的图示页面？,layout,kinova_gen3_user_guide,171,ur5e_user_manual,158,vision_hard,11.25
auto_00642,What specification about degrees of freedom is given on this page?,这页中关于自由度的参数是什么？,fact,kinova_gen3_user_guide,174,fr3_product_manual,49,vision_hard,15.5
auto_00643,Which page mentions degrees of freedom related specifications?,哪一页提到了自由度相关参数？,fact,kinova_gen3_user_guide,174,fr3_product_manual,49,vision_hard,11.75
auto_00644,Which page discusses 'System Information'?,哪一页介绍了“System Information”相关内容？,fact,kinova_gen3_user_guide,174,kinova_gen3_user_guide,173,vision_hard,13.9375
auto_00647,Which page contains the specification value 3M?,哪一页包含参数值 3M？,fact,kinova_gen3_user_guide,175,intel_realsense_d400_datasheet,18,vision_hard,9.875
auto_00645,What specification about torque is given on this page?,这页中关于力矩的参数是什么？,fact,kinova_gen3_user_guide,175,kinova_gen3_user_guide,128,vision_hard,12.9375
auto_00646,Which page mentions torque related specifications?,哪一页提到了力矩相关参数？,fact,kinova_gen3_user_guide,175,robotiq_2f_manual,4,vision_hard,10.3125
auto_00648,Which page describes error related information?,哪一页介绍了错误说明相关内容？,semantic,kinova_gen3_user_guide,177,kinova_gen3_user_guide,189,vision_hard,11.6875
auto_00649,What error topic is mainly explained on this page?,这页主要讲的是哪方面的错误说明内容？,semantic,kinova_gen3_user_guide,177,fr3_operating_manual,54,vision_hard,13.0625
auto_00650,Which page describes module related information?,哪一页介绍了module相关内容？,semantic,kinova_gen3_user_guide,181,kinova_gen3_user_guide,4,vision_hard,9.375
auto_00651,What module topic is mainly explained on this page?,这页主要讲的是哪方面的module内容？,semantic,kinova_gen3_user_guide,181,kinova_gen3_user_guide,75,vision_hard,10.375
auto_00654,Which page describes module related information?,哪一页介绍了module相关内容？,semantic,kinova_gen3_user_guide,183,kinova_gen3_user_guide,4,vision_hard,9.375
auto_00655,What module topic is mainly explained on this page?,这页主要讲的是哪方面的module内容？,semantic,kinova_gen3_user_guide,183,kinova_gen3_user_guide,75,vision_hard,10.3125
auto_00658,Which page contains the specification value 30 ms?,哪一页包含参数值 30 ms？,fact,kinova_gen3_user_guide,194,fr3_product_manual,196,vision_hard,12.25
auto_00656,What specification about payload is given on this page?,这页中关于额定负载的参数是什么？,fact,kinova_gen3_user_guide,194,ur5e_user_manual,100,vision_hard,14.0625
auto_00659,Which page contains the dimensions diagram?,哪一页包含尺寸图或尺寸示意？,layout,kinova_gen3_user_guide,198,robotiq_2f_manual,104,vision_hard,11.0625
auto_00660,Which page contains the 7 DoF dimensions figure?,哪一页包含 7 自由度相关尺寸图？,layout,kinova_gen3_user_guide,198,kinova_gen3_user_guide,206,vision_hard,13.5625
auto_00661,Which page visually presents 'Interface module frame'?,哪一页展示了“Interface module frame”的图示页面？,layout,kinova_gen3_user_guide,198,kinova_gen3_user_guide,66,vision_hard,14.125
auto_00662,Which page contains the dimensions diagram?,哪一页包含尺寸图或尺寸示意？,layout,kinova_gen3_user_guide,200,robotiq_2f_manual,104,vision_hard,11.0625
auto_00663,Which page visually presents 'Interface module frame'?,哪一页展示了“Interface module frame”的图示页面？,layout,kinova_gen3_user_guide,200,kinova_gen3_user_guide,66,vision_hard,14.125
auto_00664,What specification about sensor is given on this page?,这页中关于传感器的参数是什么？,fact,kinova_gen3_user_guide,201,intel_realsense_d400_datasheet,35,vision_hard,14.0625
auto_00665,Which page mentions sensor related specifications?,哪一页提到了传感器相关参数？,fact,kinova_gen3_user_guide,201,kinova_gen3_user_guide,2,vision_hard,11.25
auto_00666,Which page discusses 'Transformation'?,哪一页介绍了“Transformation”相关内容？,fact,kinova_gen3_user_guide,201,kinova_gen3_user_guide,196,vision_hard,8.625
auto_00669,Which page contains the specification value 90°?,哪一页包含参数值 90°？,fact,kinova_gen3_user_guide,206,intel_realsense_d400_datasheet,98,vision_hard,11.5625
auto_00667,What specification about reach is given on this page?,这页中关于最大工作半径的参数是什么？,fact,kinova_gen3_user_guide,206,ur5e_user_manual,16,vision_hard,13.3125
auto_00668,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,kinova_gen3_user_guide,206,robotiq_2f_manual,4,vision_hard,8.9375
auto_00670,What specification about reach is given on this page?,这页中关于最大工作半径的参数是什么？,fact,kinova_gen3_user_guide,207,ur5e_user_manual,16,vision_hard,13.3125
auto_00671,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,kinova_gen3_user_guide,207,robotiq_2f_manual,4,vision_hard,8.9375
auto_00672,Which page discusses 'Singularity'?,哪一页介绍了“Singularity”相关内容？,fact,kinova_gen3_user_guide,207,ur5e_user_manual,43,vision_hard,12.125
auto_00673,Which page describes components related information?,哪一页介绍了组成部件相关内容？,semantic,kinova_gen3_user_guide,215,robotiq_2f_manual,2,vision_hard,10.5
auto_00674,What components topic is mainly explained on this page?,这页主要讲的是哪方面的组成部件内容？,semantic,kinova_gen3_user_guide,215,kinova_gen3_user_guide,75,vision_hard,10.9375
auto_00677,Which page contains the specification value 2 mm?,哪一页包含参数值 2 mm？,fact,kinova_gen3_user_guide,216,robotiq_hande_manual,91,vision_hard,12.0
auto_00675,What specification about force is given on this page?,这页中关于力/力矩的参数是什么？,fact,kinova_gen3_user_guide,216,ur5e_user_manual,234,vision_hard,12.25
auto_00676,Which page mentions force related specifications?,哪一页提到了力/力矩相关参数？,fact,kinova_gen3_user_guide,216,robotiq_2f_manual,4,vision_hard,9.0625
auto_00678,What specification about sensor is given on this page?,这页中关于传感器的参数是什么？,fact,kinova_gen3_user_guide,217,intel_realsense_d400_datasheet,35,vision_hard,14.0
auto_00679,Which page mentions sensor related specifications?,哪一页提到了传感器相关参数？,fact,kinova_gen3_user_guide,217,kinova_gen3_user_guide,2,vision_hard,11.3125
auto_00680,Which page discusses 'kinovarobotics.com/knowledge-hub/gen3-ul'?,哪一页介绍了“kinovarobotics.com/knowledge-hub/gen3-ul”相关内容？,fact,kinova_gen3_user_guide,217,kinova_gen3_user_guide,136,vision_hard,16.75
auto_00681,Which page describes safety related information?,哪一页介绍了安全说明相关内容？,semantic,kinova_gen3_user_guide,218,ur5e_user_manual,28,vision_hard,12.0625
auto_00682,What safety topic is mainly explained on this page?,这页主要讲的是哪方面的安全说明内容？,semantic,kinova_gen3_user_guide,218,robotiq_2f_manual,15,vision_hard,12.5
auto_00683,What specification about payload is given on this page?,这页中关于额定负载的参数是什么？,fact,kinova_gen3_user_guide,219,ur5e_user_manual,100,vision_hard,14.0625
auto_00685,Which page discusses 'Table 115: LED interpretation'?,哪一页介绍了“Table 115: LED interpretation”相关内容？,fact,kinova_gen3_user_guide,219,kinova_gen3_user_guide,45,vision_hard,11.625
auto_00687,What installation topic is mainly explained on this page?,这页主要讲的是哪方面的安装说明内容？,semantic,robotiq_2f_manual,1,robotiq_hande_manual,2,vision_hard,11.8125
auto_00689,Which page visually presents '4.8.4. Gripper Node'?,哪一页展示了“4.8.4. Gripper Node”的图示页面？,layout,robotiq_2f_manual,3,robotiq_hande_manual,3,vision_hard,18.25
auto_00691,Which page mentions gripper related specifications?,哪一页提到了夹爪相关参数？,fact,robotiq_2f_manual,5,robotiq_2f_manual,102,vision_hard,13.4375
auto_00692,Which page discusses 'Revisions'?,哪一页介绍了“Revisions”相关内容？,fact,robotiq_2f_manual,5,robotiq_2f_manual,1,vision_hard,12.9375
auto_00693,Which page contains the dimensions diagram?,哪一页包含尺寸图或尺寸示意？,layout,robotiq_2f_manual,8,robotiq_2f_manual,104,vision_hard,11.0625
auto_00694,Which page visually presents '1. General Presentation'?,哪一页展示了“1. General Presentation”的图示页面？,layout,robotiq_2f_manual,8,robotiq_2f_manual,1,vision_hard,14.4375
auto_00698,Which page visually presents '1.2. 2F-85 vs. 2F-140'?,哪一页展示了“1.2. 2F-85 vs. 2F-140”的图示页面？,layout,robotiq_2f_manual,10,robotiq_2f_manual,121,vision_hard,21.25
auto_00700,Which page mentions sensing related specifications?,哪一页提到了感知能力相关参数？,fact,robotiq_2f_manual,14,kinova_gen3_user_guide,2,vision_hard,9.75
auto_00705,Which page mentions payload related specifications?,哪一页提到了额定负载相关参数？,fact,robotiq_2f_manual,16,robotiq_2f_manual,4,vision_hard,10.5625
auto_00706,Which page discusses '2.1. Warning'?,哪一页介绍了“2.1. Warning”相关内容？,fact,robotiq_2f_manual,16,robotiq_hande_manual,13,vision_hard,14.875
auto_00708,What installation topic is mainly explained on this page?,这页主要讲的是哪方面的安装说明内容？,semantic,robotiq_2f_manual,18,robotiq_hande_manual,2,vision_hard,11.875
auto_00712,What installation topic is mainly explained on this page?,这页主要讲的是哪方面的安装说明内容？,semantic,robotiq_2f_manual,20,robotiq_hande_manual,2,vision_hard,11.875
auto_00716,Which page visually presents '3.5.1. Pinout Interface'?,哪一页展示了“3.5.1. Pinout Interface”的图示页面？,layout,robotiq_2f_manual,26,robotiq_hande_manual,24,vision_hard,16.5
auto_00718,Which page visually presents '2-Finger Gripper'?,哪一页展示了“2-Finger Gripper”的图示页面？,layout,robotiq_2f_manual,27,robotiq_2f_manual,11,vision_hard,15.375
auto_00720,Which page mentions payload related specifications?,哪一页提到了额定负载相关参数？,fact,robotiq_2f_manual,28,robotiq_2f_manual,4,vision_hard,10.5625
auto_00723,What installation topic is mainly explained on this page?,这页主要讲的是哪方面的安装说明内容？,semantic,robotiq_2f_manual,31,robotiq_hande_manual,2,vision_hard,11.875
auto_00730,Which page discusses '4.3. Robot Output Registers & Functional'?,哪一页介绍了“4.3. Robot Output Registers & Functional”相关内容？,fact,robotiq_2f_manual,40,robotiq_hande_manual,40,vision_hard,18.25
auto_00733,Which page contains the specification value 85 mm?,哪一页包含参数值 85 mm？,fact,robotiq_2f_manual,41,robotiq_2f_manual,10,vision_hard,13.8125
auto_00732,Which page mentions gripper related specifications?,哪一页提到了夹爪相关参数？,fact,robotiq_2f_manual,41,robotiq_2f_manual,102,vision_hard,13.4375
auto_00739,Which page mentions payload related specifications?,哪一页提到了额定负载相关参数？,fact,robotiq_2f_manual,46,robotiq_2f_manual,4,vision_hard,10.5625
auto_00740,Which page discusses '4.5. Picking Features'?,哪一页介绍了“4.5. Picking Features”相关内容？,fact,robotiq_2f_manual,46,robotiq_hande_manual,3,vision_hard,16.875
auto_00743,Which page discusses '4.5.2. Re-Grasp'?,哪一页介绍了“4.5.2. Re-Grasp”相关内容？,fact,robotiq_2f_manual,51,robotiq_hande_manual,47,vision_hard,17.875
auto_00745,Which page mentions payload related specifications?,哪一页提到了额定负载相关参数？,fact,robotiq_2f_manual,52,robotiq_2f_manual,4,vision_hard,10.5625
auto_00746,Which page discusses '4.5.3. Object detection'?,哪一页介绍了“4.5.3. Object detection”相关内容？,fact,robotiq_2f_manual,52,robotiq_hande_manual,48,vision_hard,17.375
auto_00749,Which page discusses '4.6. Control Logic'?,哪一页介绍了“4.6. Control Logic”相关内容？,fact,robotiq_2f_manual,53,robotiq_2f_manual,2,vision_hard,17.25
auto_00753,What installation topic is mainly explained on this page?,这页主要讲的是哪方面的安装说明内容？,semantic,robotiq_2f_manual,71,robotiq_hande_manual,2,vision_hard,11.875
auto_00755,What installation topic is mainly explained on this page?,这页主要讲的是哪方面的安装说明内容？,semantic,robotiq_2f_manual,72,robotiq_hande_manual,2,vision_hard,11.875
auto_00757,Which page visually presents 'Dashboard'?,哪一页展示了“Dashboard”的图示页面？,layout,robotiq_2f_manual,76,robotiq_hande_manual,72,vision_hard,11.9375
auto_00759,What installation topic is mainly explained on this page?,这页主要讲的是哪方面的安装说明内容？,semantic,robotiq_2f_manual,78,robotiq_hande_manual,2,vision_hard,11.8125
auto_00767,What installation topic is mainly explained on this page?,这页主要讲的是哪方面的安装说明内容？,semantic,robotiq_2f_manual,92,robotiq_hande_manual,2,vision_hard,11.8125
auto_00774,Which page contains the dimensions diagram?,哪一页包含尺寸图或尺寸示意？,layout,robotiq_2f_manual,102,robotiq_2f_manual,104,vision_hard,11.0
auto_00775,Which page visually presents '6.Specifications'?,哪一页展示了“6.Specifications”的图示页面？,layout,robotiq_2f_manual,102,robotiq_hande_manual,4,vision_hard,12.4375
auto_00780,Which page contains the specification value 100 mm?,哪一页包含参数值 100 mm？,fact,robotiq_2f_manual,115,kinova_gen3_user_guide,73,vision_hard,12.75
auto_00779,Which page mentions force related specifications?,哪一页提到了力/力矩相关参数？,fact,robotiq_2f_manual,115,robotiq_2f_manual,4,vision_hard,9.0625
auto_00783,Which page contains the specification value 85 mm?,哪一页包含参数值 85 mm？,fact,robotiq_2f_manual,118,robotiq_2f_manual,10,vision_hard,13.8125
auto_00782,Which page mentions force related specifications?,哪一页提到了力/力矩相关参数？,fact,robotiq_2f_manual,118,robotiq_2f_manual,4,vision_hard,9.0
auto_00785,Which page mentions payload related specifications?,哪一页提到了额定负载相关参数？,fact,robotiq_2f_manual,119,robotiq_2f_manual,4,vision_hard,10.5625
auto_00786,Which page discusses '6.2.1. Payload and force'?,哪一页介绍了“6.2.1. Payload and force”相关内容？,fact,robotiq_2f_manual,119,robotiq_2f_manual,4,vision_hard,16.375
auto_00788,Which page mentions payload related specifications?,哪一页提到了额定负载相关参数？,fact,robotiq_2f_manual,120,robotiq_2f_manual,4,vision_hard,10.5625
auto_00791,Which page mentions payload related specifications?,哪一页提到了额定负载相关参数？,fact,robotiq_2f_manual,125,robotiq_2f_manual,4,vision_hard,10.5625
auto_00793,Which page contains the specification value 1W?,哪一页包含参数值 1W？,fact,robotiq_2f_manual,126,robotiq_hande_manual,123,vision_hard,12.4375
auto_00794,Which page discusses '6.3. Electrical specifications'?,哪一页介绍了“6.3. Electrical specifications”相关内容？,fact,robotiq_2f_manual,126,robotiq_2f_manual,4,vision_hard,16.125
auto_00796,What maintenance topic is mainly explained on this page?,这页主要讲的是哪方面的维护说明内容？,semantic,robotiq_2f_manual,128,kinova_gen3_user_guide,215,vision_hard,13.0
auto_00798,What maintenance topic is mainly explained on this page?,这页主要讲的是哪方面的维护说明内容？,semantic,robotiq_2f_manual,129,kinova_gen3_user_guide,215,vision_hard,13.0
auto_00800,What maintenance topic is mainly explained on this page?,这页主要讲的是哪方面的维护说明内容？,semantic,robotiq_2f_manual,130,kinova_gen3_user_guide,215,vision_hard,13.0
auto_00802,What maintenance topic is mainly explained on this page?,这页主要讲的是哪方面的维护说明内容？,semantic,robotiq_2f_manual,131,kinova_gen3_user_guide,215,vision_hard,13.0
auto_00805,Which page discusses '7.4. Overhaul'?,哪一页介绍了“7.4. Overhaul”相关内容？,fact,robotiq_2f_manual,132,robotiq_2f_manual,4,vision_hard,14.9375
auto_00815,What installation topic is mainly explained on this page?,这页主要讲的是哪方面的安装说明内容？,semantic,robotiq_2f_manual,137,robotiq_hande_manual,2,vision_hard,11.875
auto_00817,Which page mentions payload related specifications?,哪一页提到了额定负载相关参数？,fact,robotiq_2f_manual,139,robotiq_2f_manual,4,vision_hard,10.5625
auto_00818,Which page discusses '10. Warranty and Patent'?,哪一页介绍了“10. Warranty and Patent”相关内容？,fact,robotiq_2f_manual,139,robotiq_hande_manual,5,vision_hard,16.25
auto_00820,What installation topic is mainly explained on this page?,这页主要讲的是哪方面的安装说明内容？,semantic,robotiq_2f_manual,144,robotiq_hande_manual,2,vision_hard,11.875
auto_00822,What operation topic is mainly explained on this page?,这页主要讲的是哪方面的操作说明内容？,semantic,robotiq_hande_manual,3,fr3_product_manual,107,vision_hard,9.625
auto_00824,Which page visually presents 'Command window'?,哪一页展示了“Command window”的图示页面？,layout,robotiq_hande_manual,4,robotiq_2f_manual,84,vision_hard,13.375
auto_00826,Which page visually presents '1.3. Setup and control'?,哪一页展示了“1.3. Setup and control”的图示页面？,layout,robotiq_hande_manual,12,robotiq_2f_manual,14,vision_hard,14.4375
auto_00827,What specification about payload is given on this page?,这页中关于额定负载的参数是什么？,fact,robotiq_hande_manual,13,ur5e_user_manual,100,vision_hard,14.0625
auto_00828,Which page mentions payload related specifications?,哪一页提到了额定负载相关参数？,fact,robotiq_hande_manual,13,robotiq_2f_manual,4,vision_hard,10.5625
auto_00831,What installation topic is mainly explained on this page?,这页主要讲的是哪方面的安装说明内容？,semantic,robotiq_hande_manual,14,robotiq_hande_manual,2,vision_hard,11.875
auto_00835,What installation topic is mainly explained on this page?,这页主要讲的是哪方面的安装说明内容？,semantic,robotiq_hande_manual,19,robotiq_hande_manual,2,vision_hard,11.875
auto_00839,Which page visually presents '3.5.3. Coupling to wrist'?,哪一页展示了“3.5.3. Coupling to wrist”的图示页面？,layout,robotiq_hande_manual,26,robotiq_2f_manual,26,vision_hard,18.125
auto_00840,What specification about payload is given on this page?,这页中关于额定负载的参数是什么？,fact,robotiq_hande_manual,28,ur5e_user_manual,100,vision_hard,14.0625
auto_00841,Which page mentions payload related specifications?,哪一页提到了额定负载相关参数？,fact,robotiq_hande_manual,28,robotiq_2f_manual,4,vision_hard,10.5625
auto_00842,Which page discusses '3.6. Installation for Universal Robots'?,哪一页介绍了“3.6. Installation for Universal Robots”相关内容？,fact,robotiq_hande_manual,28,robotiq_2f_manual,28,vision_hard,18.125
auto_00844,What installation topic is mainly explained on this page?,这页主要讲的是哪方面的安装说明内容？,semantic,robotiq_hande_manual,30,robotiq_hande_manual,2,vision_hard,11.8125
auto_00851,Which page discusses '4.3. Robot Output Registers & Functional'?,哪一页介绍了“4.3. Robot Output Registers & Functional”相关内容？,fact,robotiq_hande_manual,40,robotiq_2f_manual,40,vision_hard,18.0
auto_00854,Which page contains the specification value 50 mm?,哪一页包含参数值 50 mm？,fact,robotiq_hande_manual,41,robotiq_2f_manual,75,vision_hard,12.875
auto_00853,Which page mentions gripper related specifications?,哪一页提到了夹爪相关参数？,fact,robotiq_hande_manual,41,robotiq_2f_manual,102,vision_hard,13.4375
auto_00861,Which page discusses '4.5. Picking Features'?,哪一页介绍了“4.5. Picking Features”相关内容？,fact,robotiq_hande_manual,46,robotiq_hande_manual,3,vision_hard,16.875
auto_00864,Which page discusses 'Measured grip force for steel of specifi'?,哪一页介绍了“Measured grip force for steel of specifi”相关内容？,fact,robotiq_hande_manual,47,robotiq_2f_manual,48,vision_hard,14.5
auto_00865,What specification about payload is given on this page?,这页中关于额定负载的参数是什么？,fact,robotiq_hande_manual,48,ur5e_user_manual,100,vision_hard,14.0625
auto_00866,Which page mentions payload related specifications?,哪一页提到了额定负载相关参数？,fact,robotiq_hande_manual,48,robotiq_2f_manual,4,vision_hard,10.5625
auto_00867,Which page discusses '4.5.3. Object detection'?,哪一页介绍了“4.5.3. Object detection”相关内容？,fact,robotiq_hande_manual,48,robotiq_2f_manual,52,vision_hard,17.375
auto_00870,Which page discusses '4.6. Control Logic Example'?,哪一页介绍了“4.6. Control Logic Example”相关内容？,fact,robotiq_hande_manual,49,robotiq_hande_manual,3,vision_hard,17.875
auto_00872,Which page mentions gripper related specifications?,哪一页提到了夹爪相关参数？,fact,robotiq_hande_manual,50,robotiq_2f_manual,102,vision_hard,13.4375
auto_00873,Which page discusses '4.7. Modbus RTU Communication'?,哪一页介绍了“4.7. Modbus RTU Communication”相关内容？,fact,robotiq_hande_manual,50,robotiq_hande_manual,3,vision_hard,18.625
auto_00879,What installation topic is mainly explained on this page?,这页主要讲的是哪方面的安装说明内容？,semantic,robotiq_hande_manual,68,robotiq_hande_manual,2,vision_hard,11.8125
auto_00881,What installation topic is mainly explained on this page?,这页主要讲的是哪方面的安装说明内容？,semantic,robotiq_hande_manual,70,robotiq_hande_manual,2,vision_hard,11.875
auto_00883,Which page visually presents 'Dashboard'?,哪一页展示了“Dashboard”的图示页面？,layout,robotiq_hande_manual,74,robotiq_hande_manual,72,vision_hard,12.0
auto_00885,What installation topic is mainly explained on this page?,这页主要讲的是哪方面的安装说明内容？,semantic,robotiq_hande_manual,76,robotiq_hande_manual,2,vision_hard,11.875
auto_00895,What installation topic is mainly explained on this page?,这页主要讲的是哪方面的安装说明内容？,semantic,robotiq_hande_manual,92,robotiq_hande_manual,2,vision_hard,11.875
auto_00904,What specification about force is given on this page?,这页中关于力/力矩的参数是什么？,fact,robotiq_hande_manual,112,ur5e_user_manual,234,vision_hard,12.3125
auto_00905,Which page mentions force related specifications?,哪一页提到了力/力矩相关参数？,fact,robotiq_hande_manual,112,robotiq_2f_manual,4,vision_hard,9.0625
auto_00906,Which page discusses '6.1.2. Fingers and fingertips'?,哪一页介绍了“6.1.2. Fingers and fingertips”相关内容？,fact,robotiq_hande_manual,112,robotiq_hande_manual,4,vision_hard,18.0
auto_00909,Which page contains the specification value 50mm?,哪一页包含参数值 50mm？,fact,robotiq_hande_manual,116,robotiq_2f_manual,75,vision_hard,12.75
auto_00907,What specification about payload is given on this page?,这页中关于额定负载的参数是什么？,fact,robotiq_hande_manual,116,ur5e_user_manual,100,vision_hard,14.0625
auto_00908,Which page mentions payload related specifications?,哪一页提到了额定负载相关参数？,fact,robotiq_hande_manual,116,robotiq_2f_manual,4,vision_hard,10.5625
auto_00912,Which page contains the specification value 3.3 kg?,哪一页包含参数值 3.3 kg？,fact,robotiq_hande_manual,117,robotiq_hande_manual,116,vision_hard,12.875
auto_00910,What specification about payload is given on this page?,这页中关于额定负载的参数是什么？,fact,robotiq_hande_manual,117,ur5e_user_manual,100,vision_hard,14.0625
auto_00911,Which page mentions payload related specifications?,哪一页提到了额定负载相关参数？,fact,robotiq_hande_manual,117,robotiq_2f_manual,4,vision_hard,10.5625
auto_00915,Which page contains the specification value 3kg?,哪一页包含参数值 3kg？,fact,robotiq_hande_manual,119,ur5e_user_manual,95,vision_hard,11.5
auto_00913,What specification about payload is given on this page?,这页中关于额定负载的参数是什么？,fact,robotiq_hande_manual,119,ur5e_user_manual,100,vision_hard,14.0625
auto_00914,Which page mentions payload related specifications?,哪一页提到了额定负载相关参数？,fact,robotiq_hande_manual,119,robotiq_2f_manual,4,vision_hard,10.5625
auto_00918,Which page contains the specification value 2.65 Nm?,哪一页包含参数值 2.65 Nm？,fact,robotiq_hande_manual,122,robotiq_2f_manual,125,vision_hard,13.4375
auto_00916,What specification about payload is given on this page?,这页中关于额定负载的参数是什么？,fact,robotiq_hande_manual,122,ur5e_user_manual,100,vision_hard,14.0625
auto_00917,Which page mentions payload related specifications?,哪一页提到了额定负载相关参数？,fact,robotiq_hande_manual,122,robotiq_2f_manual,4,vision_hard,10.5625
auto_00919,Which page contains the specification value 1W?,哪一页包含参数值 1W？,fact,robotiq_hande_manual,123,robotiq_2f_manual,126,vision_hard,10.8125
auto_00920,Which page discusses '6.3. Electrical specifications'?,哪一页介绍了“6.3. Electrical specifications”相关内容？,fact,robotiq_hande_manual,123,robotiq_2f_manual,4,vision_hard,16.125
auto_00922,What maintenance topic is mainly explained on this page?,这页主要讲的是哪方面的维护说明内容？,semantic,robotiq_hande_manual,124,kinova_gen3_user_guide,215,vision_hard,13.0
auto_00924,What maintenance topic is mainly explained on this page?,这页主要讲的是哪方面的维护说明内容？,semantic,robotiq_hande_manual,125,kinova_gen3_user_guide,215,vision_hard,13.0
auto_00926,What maintenance topic is mainly explained on this page?,这页主要讲的是哪方面的维护说明内容？,semantic,robotiq_hande_manual,127,kinova_gen3_user_guide,215,vision_hard,13.0
auto_00928,What maintenance topic is mainly explained on this page?,这页主要讲的是哪方面的维护说明内容？,semantic,robotiq_hande_manual,128,kinova_gen3_user_guide,215,vision_hard,13.0
auto_00937,What specification about payload is given on this page?,这页中关于额定负载的参数是什么？,fact,robotiq_hande_manual,134,ur5e_user_manual,100,vision_hard,14.0
auto_00938,Which page mentions payload related specifications?,哪一页提到了额定负载相关参数？,fact,robotiq_hande_manual,134,robotiq_2f_manual,4,vision_hard,10.5625
auto_00939,Which page discusses '10. Warranty and Patent'?,哪一页介绍了“10. Warranty and Patent”相关内容？,fact,robotiq_hande_manual,134,robotiq_hande_manual,5,vision_hard,16.25
auto_00941,What installation topic is mainly explained on this page?,这页主要讲的是哪方面的安装说明内容？,semantic,robotiq_hande_manual,137,robotiq_hande_manual,2,vision_hard,11.875
auto_00946,Which page mentions payload related specifications?,哪一页提到了额定负载相关参数？,fact,ur5e_user_manual,5,robotiq_2f_manual,4,vision_hard,10.5625
auto_00947,Which page discusses '6.4. Starting the Robot Arm'?,哪一页介绍了“6.4. Starting the Robot Arm”相关内容？,fact,ur5e_user_manual,5,ur5e_user_manual,51,vision_hard,18.25
auto_00951,Which page mentions payload related specifications?,哪一页提到了额定负载相关参数？,fact,ur5e_user_manual,16,robotiq_2f_manual,4,vision_hard,10.5625
auto_00954,Which page mentions payload related specifications?,哪一页提到了额定负载相关参数？,fact,ur5e_user_manual,17,robotiq_2f_manual,4,vision_hard,10.5625
auto_00955,Which page discusses '2.Your Robot'?,哪一页介绍了“2.Your Robot”相关内容？,fact,ur5e_user_manual,17,ur5e_user_manual,12,vision_hard,13.875
auto_00957,What installation topic is mainly explained on this page?,这页主要讲的是哪方面的安装说明内容？,semantic,ur5e_user_manual,25,robotiq_hande_manual,2,vision_hard,11.8125
auto_00961,Which page mentions reach related specifications?,哪一页提到了最大工作半径相关参数？,fact,ur5e_user_manual,30,robotiq_2f_manual,4,vision_hard,8.875
auto_00965,Which page mentions torque related specifications?,哪一页提到了力矩相关参数？,fact,ur5e_user_manual,34,robotiq_2f_manual,4,vision_hard,10.3125
auto_00966,Which page discusses '5. Assembly and Mounting'?,哪一页介绍了“5. Assembly and Mounting”相关内容？,fact,ur5e_user_manual,34,ur5e_user_manual,4,vision_hard,15.75
auto_00968,Which page visually presents '5. Assembly and Mounting'?,哪一页展示了“5. Assembly and Mounting”的图示页面？,layout,ur5e_user_manual,35,ur5e_user_manual,34,vision_hard,15.0625
auto_00970,Which page mentions torque related specifications?,哪一页提到了力矩相关参数？,fact,ur5e_user_manual,37,robotiq_2f_manual,4,vision_hard,10.3125
auto_00971,Which page discusses '5. Assembly and Mounting'?,哪一页介绍了“5. Assembly and Mounting”相关内容？,fact,ur5e_user_manual,37,ur5e_user_manual,34,vision_hard,15.8125
